LID,input,district,temperature,salinity,lat,lon,code
404,1,IIO,25.3,35.5,34.76183,139.34916,C0198-CREST-CBM-0298_S103
405,1,IIO,24.6,34.8,34.53463,139.28084,C0191-CREST-CBM-0153_S96
406,1,IIO,24.4,34.5,34.53121,139.27284,C0190-CREST-CBM-0151_S95
407,1,IIO,24.8,34.5,34.42553,139.28137,C0185-CREST-CBM-0140_S90
408,1,IIO,24.8,35.5,34.41138,139.28679,C0186-CREST-CBM-0142_S91
409,1,IIO,24.7,35.5,34.39824,139.28387,C0187-CREST-CBM-0144_S92
410,1,IIO,25.3,35.2,34.36024,139.24471,C0188-CREST-CBM-0146_S93
411,1,IIO,24.8,35.7,34.39474,139.25745,C0189-CREST-CBM-0148_S94
412,1,IIO,25.5,35,34.33657,139.21055,C0182-CREST-CBM-0132_S87
413,1,IIO,23.5,34.5,34.32669,139.22634,C0184-CREST-CBM-0137_S89
414,1,IIO,23.5,34.4,34.31977,139.22006,C0183-CREST-CBM-0135_S88
415,1,IIO,24.5,35.8,34.32913,139.20606,C0181-CREST-CBM-0130_S86
416,1,IIO,26.6,35,34.24261,139.14602,C0175-CREST-CBM-0116_S80
417,1,IIO,24.8,34.7,34.23117,139.17055,C0176-CREST-CBM-0118_S81
418,1,IIO,24.2,35,34.20519,139.15802,C0177-CREST-CBM-0120_S82
419,1,IIO,23.8,34.8,34.18901,139.12164,C0179-CREST-CBM-0125_S84
420,1,IIO,24.5,34.9,34.18937,139.12181,C0180-CREST-CBM-0127_S85
421,1,IIO,24.5,34.8,34.2371,139.13553,C0178-CREST-CBM-0123_S83
422,1,IIO,24.7,35.5,34.12389,139.53944,C0170-CREST-CBM-0036_S75
423,1,IIO,24.2,34.6,34.075,139.5634,C0172-CREST-CBM-0041_S77
424,1,IIO,24.5,34.9,34.05385,139.53844,C0173-CREST-CBM-0043_S78
425,1,IIO,25.1,34.8,34.05437,139.4814,C0174-CREST-CBM-0045_S79
426,1,IIO,25.7,35.8,34.10327,139.48878,C0171-CREST-CBM-0038_S76
427,1,IIO,25.5,35.5,34.12234,139.50756,C0169-CREST-CBM-0034_S74
428,1,IIO,24.7,34.7,33.89584,139.58829,C0161-CREST-CBM-0018_S66
429,1,IIO,24.8,35.2,33.89624,139.58857,C0162-CREST-CBM-0020_S67
430,1,IIO,24.9,34.9,33.89838,139.59249,C0163-CREST-CBM-0022_S68
431,1,IIO,24.3,35.1,33.8975,139.58684,C0165-CREST-CBM-0025_S70
432,1,IIO,25.1,34.4,33.88344,139.62657,C0166-CREST-CBM-0027_S71
433,1,IIO,25,35.4,33.85955,139.62764,C0167-CREST-CBM-0029_S72
434,1,IIO,25.4,34.8,33.85303,139.60425,C0168-CREST-CBM-0031_S73
435,1,IIO,24.3,35.2,33.15741,139.75241,C0159-CREST-CBM-0013_S64
436,1,IIO,24.6,33.6,33.12843,139.8113,C0158-CREST-CBM-0010_S63
437,1,IIO,24.4,34.4,33.06963,139.83687,C0156-CREST-CBM-0006_S61
438,1,IIO,24.6,34.4,33.05997,139.81561,C0157-CREST-CBM-0008_S62
439,1,IIO,24.6,34.7,33.1006,139.76968,C0160-CREST-CBM-0015_S65
440,1,IIO,25.3,35.2,32.44715,139.7581,C0155-CREST-CBM-0003_S60
441,1,IIO,26,35.6,32.44621,139.76063,C0154-CREST-CBM-0001_S59
442,1,IIO,28.4,33.1,27.09451294,142.1961837,C0542-CREST-TUO-0001_S6
443,1,IIO,31.5,33.9,27.10361981,142.19537,C0543-CREST-TUO-0003_S7
444,1,IIO,31,33.5,27.09284528,142.191951,C0544-CREST-TUO-0005_S8
445,0,IIO,NA,NA,24.22728,141.46862,C0537-CREST-TMU-0001_S1
446,0,IIO,NA,NA,24.22728,141.46862,C0538-CREST-TMU-0003_S2
447,0,IIO,NA,NA,24.22728,141.46862,C0540-CREST-TMU-0007_S4
448,0,IIO,NA,NA,24.22728,141.46862,C0541-CREST-TMU-0009_S5
449,1,INS,26.1,29.9,30.42323,130.58137,C0112-CREST-CBM-0161_S17
450,1,INS,26.1,28.9,30.27073,130.41435,C0114-CREST-CBM-0165_S19
451,1,INS,26.1,32,30.39144,130.37963,C0115-CREST-CBM-0167_S20
452,1,INS,26.3,28.3,30.45753,130.48835,C0116-CREST-CBM-0169_S21
453,1,INS,28.5,32.5,28.47855,129.61559,C0121-CREST-CBM-0191_S26
454,1,INS,28.3,33,28.38443,129.39532,C0122-CREST-CBM-0193_S27
455,1,INS,29.3,33.3,28.3036,129.21476,C0123-CREST-CBM-0195_S28
456,1,INS,27.6,33.1,28.15672,129.29438,C0125-CREST-CBM-0199_S30
457,1,INS,27.8,33.4,28.13022,129.37153,C0124-CREST-CBM-0197_S29
458,1,INS,27.8,32.4,28.30687,129.53842,C0126-CREST-CBM-0202_S31
459,1,INS,30.7,32.8,28.47382,129.71882,C0127-CREST-CBM-0204_S32
460,1,INS,26.36,34.85,27.892,128.9602,C0331-CREST-HUF-0130_S25
461,1,INS,26.86,34.86,27.7869,129.017,C0332-CREST-HUF-0132_S26
462,1,INS,28.53,34.11,27.7857,128.8924,C0330-CREST-HUF-0128_S24
463,1,INS,30.4,33.4,27.4100958,128.6737683,C0128-CREST-CBM-0182_S33
464,1,INS,32.5,26.2,27.343067,128.601352,C0129-CREST-CBM-0184_S34
465,1,INS,29.4,33.1,27.3972991,128.552342,C0130-CREST-CBM-0186_S35
466,1,INS,29.2,33.1,27.417885,128.643509,C0131-CREST-CBM-0188_S36
467,1,INS,29.2,30.3,27.05353,128.45201,C0980-CREST-CBM-0173_S230
468,1,INS,27.5,28.8,27.02108,128.44232,C0118-CREST-CBM-0175_S23
469,1,INS,27.2,32.5,27.05157,128.40239,C0120-CREST-CBM-0179_S25
470,1,INS,28.2,31.9,27.0612,128.41668,C0119-CREST-CBM-0177_S24
471,1,INS,32.8,34.8,26.95499,127.94473,C0589-CREST-CBM-0358_S53
472,1,INS,34.4,36.6,26.91289,127.94801,C0590-CREST-CBM-0360_S54
473,1,INS,31.2,31.9,26.848673,128.253459,C0572-CREST-OCR-0025_S36
474,1,INS,29.8,32.2,26.846911,128.286645,C0571-CREST-OCR-0023_S35
475,1,INS,29,30.2,26.716529,128.293401,C0570-CREST-OCR-0021_S34
476,1,INS,32.8,34.8,26.62643,128.17484,C0586-CREST-CBM-0351_S50
477,1,INS,30.7,30.4,26.566823,128.136829,C0569-CREST-OCR-0019_S33
478,1,INS,31.8,34.9,26.47561,127.99122,C0588-CREST-CBM-0356_S52
479,1,INS,29,33,26.332093,127.922365,C0565-CREST-OCR-0010_S29
480,1,INS,28.4,33.9,26.252394,127.793243,C0566-CREST-OCR-0012_S30
481,1,INS,28.7,33.8,26.085357,127.692261,C0567-CREST-OCR-0014_S31
482,1,INS,28.4,33.5,26.22407,127.673421,C0568-CREST-OCR-0016_S32
483,1,INS,29,33.7,26.440456,127.713943,C0564-CREST-OCR-0008_S28
484,1,INS,31.4,34.8,26.50398,127.84419,C0587-CREST-CBM-0353_S51
485,1,INS,30.1,32.2,26.590722,127.965045,C0574-CREST-OCR-0030_S38
486,1,INS,29.5,32.5,26.708376,127.883328,C0576-CREST-OCR-0034_S40
487,1,INS,30.9,31.9,26.650253,128.029368,C0575-CREST-OCR-0032_S39
488,1,INS,29.5,32.5,26.679522,128.098357,C0573-CREST-OCR-0027_S37
489,1,INS,31.8,34.5,26.76803,128.19769,C0585-CREST-CBM-0349_S49
490,1,INS,28.5,28.2,26.38139,126.78898,C0561-CREST-OCR-0001_S25
491,1,INS,28,32,26.38622,126.75389,C0562-CREST-OCR-0003_S26
492,1,INS,29,32.5,26.2947,126.81268,C0563-CREST-OCR-0005_S27
493,1,INS,34.1,33.5,26.24141,127.307941,C0578-CREST-OCR-0039_S42
494,1,INS,32.7,32.5,26.225302,127.310548,C0579-CREST-OCR-0041_S43
495,1,INS,33.1,32.9,26.225877,127.283686,C0577-CREST-OCR-0037_S41
496,1,INS,30.6,32.2,25.832594,131.266989,C0580-CREST-OCR-0044_S44
497,1,INS,30.3,32.5,25.813519,131.232891,C0581-CREST-OCR-0046_S45
498,1,INS,33,32.5,25.827352,131.215656,C0582-CREST-OCR-0048_S46
499,1,INS,30.1,30.9,25.869474,131.228052,C0583-CREST-OCR-0050_S47
500,1,INS,31,33.5,25.87193,131.24957,C0584-CREST-OCR-0052_S48
501,1,INS,30.8,33.3,24.9374,125.2455,C0829-CREST-HUF-0192_S79
502,1,INS,32.5,33.8,24.8838,125.2733,C0828-CREST-HUF-0189_S78
503,1,INS,31.8,29.3,24.8775,125.2883,C0827-CREST-HUF-0187_S77
504,1,INS,30.1,32.5,24.7338,125.265,C0826-CREST-HUF-0186_S76
505,1,INS,29.2,28,24.7296,125.4316,C0831-CREST-HUF-0196_S81
506,1,INS,31.2,32.4,24.8108,125.1778,C0830-CREST-HUF-0194_S80
507,1,INS,29.2,34.6,24.606,124.32719,C0137-CREST-CBM-0253_S42
508,1,INS,29.8,34.3,24.54914,124.29311,C0138-CREST-CBM-0255_S43
509,1,INS,30,34.8,24.48216,124.22448,C0141-CREST-CBM-0261_S46
510,1,INS,29.9,33.8,24.46715,124.25267,C0139-CREST-CBM-0257_S44
511,1,INS,29.6,28.9,24.35481,124.24619,C0140-CREST-CBM-0259_S45
512,1,INS,31.2,33.5,24.46908,124.1421,C0142-CREST-CBM-0263_S47
513,1,INS,32.7,33.1,24.42079,124.08657,C0143-CREST-CBM-0265_S48
514,1,INS,33.7,34.5,24.36574,124.11096,C0144-CREST-CBM-0267_S49
515,1,INS,29.6,35.4,24.47786,123.82636,C0153-CREST-CBM-0287_S58
516,1,INS,30.1,35.5,24.40953,123.83634,C0152-CREST-CBM-0284_S57
517,1,INS,31.5,34.9,24.4272,123.76446,C0151-CREST-CBM-0282_S56
518,1,INS,29.9,35.5,24.34429,123.72398,C0150-CREST-CBM-0280_S55
519,1,INS,29.7,35.9,24.35121,123.70309,C0149-CREST-CBM-0278_S54
520,1,INS,29.3,35.9,24.33465,123.68338,C0982-CREST-CBM-0276_S232
521,1,INS,28.8,35.3,24.31251,123.66488,C0147-CREST-CBM-0274_S52
522,1,INS,30,34.4,24.27247,123.83056,C0145-CREST-CBM-0270_S50
523,1,INS,30.4,34.9,24.27432,123.90345,C0146-CREST-CBM-0272_S51
524,1,INS,29.9,35.2,24.47423,123.00568,C0132-CREST-CBM-0241_S37
525,1,INS,29.9,35.2,24.46391,123.04185,C0133-CREST-CBM-0243_S38
526,1,INS,31,35.4,24.44076,122.98847,C0134-CREST-CBM-0245_S39
527,1,INS,29.1,35.3,24.44005,122.988364,C0135-CREST-CBM-0248_S40
528,1,INS,28.6,34.2,24.4649,122.95525,C0981-CREST-CBM-0250_S231
