Sample_ID,Sample_Name2,Description,date,plot,sample_nc,filt045_ml,filt022_ml,Prok_dada2_input,Prok_dada2_prop,Prok_STD_all,Prok_NonSTD_all,Prok_STD_prop,Prok_STD_r2,Prok_STD_coef,Prok_dna_copy_sum,Fungi_dada2_input,Fungi_dada2_prop,Fungi_STD_all,Fungi_NonSTD_all,Fungi_STD_prop,Fungi_STD_r2,Fungi_STD_coef,Fungi_dna_copy_sum,Inv_dada2_input,Inv_dada2_prop,Inv_STD_all,Inv_NonSTD_all,Inv_STD_prop,Inv_STD_r2,Inv_STD_coef,Inv_dna_copy_sum,Euk_dada2_input,Euk_dada2_prop,Euk_STD_all,Euk_NonSTD_all,Euk_STD_prop,Euk_STD_r2,Euk_STD_coef,Euk_dna_copy_sum
S167,S167,P2-6_30,2017/06/30,2,sample,100,30,16681,0.818655956,7256,6400,0.531341535,0.994545098,0.039817358,535779.7238,25361,0.775718623,10792,8881,0.548569105,0.956769752,15.22377358,1944.546348,17011,0.724237258,8283,4037,0.672321429,0.77085748,20.21119473,199.7407899,28687,0.986614146,22163,6140,0.783061866,0.99302903,1.166246472,17549.17777
S168,S168,P2-7_1,2017/07/01,2,sample,100,30,18654,0.873539187,12758,3537,0.782939552,0.99886317,0.068287547,172652.2695,15737,0.895024465,12751,1334,0.905289315,0.972223226,17.89339623,248.5088136,7193,0.575003476,1597,2539,0.386121857,0.745805787,4.011288805,632.9636492,29968,0.992692205,27208,2541,0.914585364,0.991797256,1.461873942,5793.933224
S169,S169,P2-7_2,2017/07/02,2,sample,100,30,19469,0.927268992,8787,9266,0.486733507,0.994526547,0.048720377,633957.8702,16982,0.869626664,11991,2777,0.811958288,0.991102284,16.82113208,550.2998624,20066,0.978570717,3872,15764,0.197188837,0.942200915,10.49783631,1501.64277,18035,0.993235376,12624,5289,0.704739575,0.994764095,0.685002822,25737.12024
S170,S170,P2-7_3,2017/07/03,2,sample,100,30,15703,0.920588423,7230,7226,0.500138351,0.994011732,0.040157736,599801.412,21063,0.848217253,11502,6364,0.643792679,0.9847796,16.39415094,1293.957425,19945,0.974078716,13266,6162,0.682828907,0.943560992,36.52380056,168.7119058,18060,0.976744186,11580,6060,0.656462585,0.990939489,0.630566322,32034.69533
S171,S171,P2-7_4,2017/07/04,2,sample,100,30,15754,0.91817951,9124,5341,0.630763913,0.996280859,0.04986566,357025.9212,17470,0.846250716,10516,4268,0.711309524,0.986268888,14.55415094,977.4989089,14540,0.980536451,9989,4268,0.700638283,0.895192928,26.78617121,159.3359486,23261,0.985641202,14987,7940,0.65368343,0.990074351,0.8105381,32653.20492
S172,S172,P2-7_5,2017/07/05,2,sample,100,30,14766,0.862251117,5444,7288,0.42758404,0.993302234,0.030321132,801201.3955,32088,0.706120668,7216,15442,0.318474711,0.992645621,10.00754717,5143.451483,17527,0.982084783,4218,12995,0.245047348,0.872939189,11.19444967,1160.84313,22133,0.988523924,9479,12400,0.433246492,0.998980708,0.508144873,81341.63214
S173,S173,P2-7_6,2017/07/06,2,sample,100,30,17955,0.926315789,10249,6383,0.616221741,0.996428071,0.055884528,380725.5302,21915,0.81779603,10556,7366,0.588996764,0.9915245,14.82216981,1656.527597,13046,0.987659053,2767,10118,0.214745828,0.893020616,7.075540922,1429.996676,13224,0.988959468,10423,2655,0.796987307,0.980962466,0.587044214,15075.52546
S174,S174,P2-7_7,2017/07/07,2,sample,100,30,15096,0.919581346,5989,7893,0.431421985,0.993212931,0.033456604,786391.834,19792,0.837409054,9288,7286,0.560395801,0.986100905,12.5904717,1928.971944,25882,0.988099838,3465,22109,0.135489169,0.882619489,9.094261524,2431.093491,26090,0.985741663,14327,11391,0.557080644,0.997165063,0.777143932,48858.38829
S175,S175,P2-7_8,2017/07/08,2,sample,100,30,15610,0.858295964,4758,8640,0.355127631,0.988265102,0.026735094,1077235.772,32663,0.785628999,9758,15903,0.380265773,0.985788204,13.73669811,3859.005968,25043,0.991614423,1402,23431,0.056457134,0.970132778,3.90809031,5995.511398,17642,0.991100782,11442,6043,0.654389477,0.987020859,0.6289746,32025.67056
S176,S176,P2-7_9,2017/07/09,2,sample,100,30,21313,0.906207479,9526,9788,0.493217355,0.995970223,0.052221887,624769.9704,7481,0.838123246,3032,3238,0.483572568,0.991773436,4.251132075,2538.931546,26760,0.990134529,464,26032,0.017512077,0.880935356,1.246754468,20879.81287,23159,0.995120687,20153,2893,0.874468454,0.995268242,1.090741298,8841.082069
S177,S177,P2-7_10,2017/07/10,2,sample,100,30,19509,0.91639756,9315,8563,0.521031435,0.991904266,0.051898113,549987.8814,20628,0.76827613,8534,7314,0.538490661,0.987985988,11.75424528,2074.144227,26911,0.990450002,139,26515,0.005214977,0.809164318,0.363123236,73019.28756,15412,0.992019206,7983,7306,0.522140101,0.981524359,0.453053622,53753.75488
S178,S178,P2-7_11,2017/07/11,2,sample,100,30,19355,0.918005683,8481,9287,0.477318775,0.994481696,0.046775849,661808.7601,19258,0.788555406,6539,8647,0.430593968,0.975693579,9.33990566,3086.041164,27662,0.98875714,138,27213,0.005045519,0.967736096,0.38664158,70383.0146,16270,0.992562999,7288,8861,0.451297294,0.981331725,0.410765757,71906.35086
S179,S179,P2-7_12,2017/07/12,2,sample,100,30,21449,0.915100937,9479,10149,0.482932545,0.989441932,0.052453585,644951.1518,12666,0.795199747,5781,4291,0.573967434,0.985700691,8.035,1780.128604,38142,0.989486655,201,37540,0.005325773,0.97860099,0.537158984,69886.19965,20725,0.992472859,9549,11020,0.464242306,0.982029267,0.534658514,68704.28955
S180,S180,P2-7_13,2017/07/13,2,sample,100,30,6868,0.869831101,4414,1560,0.73886843,0.993275933,0.024543774,211866.3612,18266,0.764261469,7082,6878,0.50730659,0.968616031,10.2540566,2235.863088,NA,NA,0,0,NA,NA,0,38705.57671,21846,0.99263023,16586,5099,0.764860503,0.998590718,0.882590781,19257.69795
S181,S181,P2-7_14,2017/07/14,2,sample,100,30,29817,0.917362578,9581,17772,0.350272365,0.995255397,0.052792453,1122130.093,18513,0.772376168,6147,8152,0.429890202,0.992060754,7.954150943,3416.245622,21130,0.990392806,948,19979,0.04530033,0.908879983,2.655032926,7524.953761,21034,0.993534278,12125,8773,0.580199062,0.982028385,0.679546566,43033.59738
S182,S182,P2-7_15,2017/07/15,2,sample,100,30,23977,0.907536389,7436,14324,0.341727941,0.994107787,0.041060755,1162829.738,27573,0.792296812,9457,12389,0.432893894,0.997458634,12.57811321,3283.216329,27580,0.988905004,428,26846,0.015692601,0.865055152,1.173565381,22875.58958,15600,0.993076923,7474,8018,0.482442551,0.993649936,0.407928504,65518.01698
S183,S183,P2-7_16,2017/07/16,2,sample,100,30,18545,0.795470477,4932,9820,0.334327549,0.996372064,0.027051321,1210045.662,22251,0.736730933,6886,9507,0.420057342,0.972055016,10.04471698,3154.892274,22669,0.989148176,372,22051,0.016590108,0.946376579,1.009407338,21845.49208,23739,0.990142803,10611,12894,0.451435865,0.992338052,0.584726246,73504.48224
S184,S184,P2-7_17,2017/07/17,2,sample,100,30,19233,0.886237196,5470,11575,0.320915224,0.993573496,0.030438113,1267599.377,28032,0.77283105,7059,14605,0.325840103,0.986115301,9.857735849,4938.59179,26987,0.988809427,351,26334,0.013153457,0.911276906,0.981655691,26826.10637,10275,0.987347932,3694,6451,0.364120256,0.969619152,0.213702728,100622.6431
S185,S185,P2-7_18,2017/07/18,2,sample,100,30,19136,0.886757943,6521,10448,0.384288998,0.986979017,0.036701132,948926.2237,38984,0.794608044,11573,19404,0.373599768,0.975364562,16.50264151,3919.372542,37215,0.990460836,405,36455,0.01098752,0.850107822,1.025305738,35555.24819,14350,0.990662021,8172,6044,0.574845245,0.973123685,0.463036689,43509.87117
S186,S186,P2-7_19,2017/07/19,2,sample,100,30,16487,0.862437072,5845,8374,0.411069695,0.994645827,0.032008679,872055.1423,23391,0.772348339,7996,10070,0.442599358,0.987456244,10.91518868,3075.225509,31626,0.991905394,221,31149,0.007044947,0.889695265,0.585136406,53233.74116,10990,0.989353958,3727,7146,0.342775683,0.979921693,0.209619944,113634.2258
S187,S187,P2-7_20,2017/07/20,2,sample,100,30,15767,0.876133697,7361,6453,0.532865209,0.995759704,0.040418113,532187.1382,25300,0.824071146,12597,8252,0.60420164,0.980298447,18.01537736,1526.843769,1228,0.98534202,27,1183,0.02231405,0.953098253,0.074317968,15918.08861,19970,0.991337006,9370,10427,0.473304036,0.972943406,0.533140169,65192.36153
S188,S188,P2-7_21,2017/07/21,2,sample,100,30,18225,0.82266118,10734,4259,0.715934103,0.995834675,0.05805283,244547.3652,14366,0.80648754,9374,2212,0.809079924,0.97050997,13.29669811,554.5236321,4787,0.987674953,96,4632,0.020304569,0.928913566,0.294449671,15731.04153,21881,0.99296193,17169,4558,0.79021494,0.996459297,0.913236124,16636.80721
S189,S189,P2-7_22,2017/07/22,2,sample,100,30,17567,0.895884329,6414,9324,0.407548608,0.994913607,0.035327925,879757.3142,30482,0.826586182,12589,12607,0.4996428,0.981621397,17.96150943,2339.632618,21766,0.990122209,2291,19260,0.106305972,0.91357077,6.039510818,3189,21231,0.993547172,13188,7906,0.625201479,0.984897866,0.73239699,35982.30701
S190,S190,P2-7_23,2017/07/23,2,sample,100,30,16881,0.892660387,6798,8271,0.451124826,0.997447389,0.037006792,744998.3685,33540,0.811896243,12535,14696,0.460320958,0.987837001,17.71641509,2765.043967,10880,0.987040441,702,10037,0.065369215,0.948290698,1.974129821,5084.265428,24106,0.993528582,13920,10030,0.581210856,0.993052838,0.761593603,43899.17825
S191,S191,P2-7_24,2017/07/24,2,sample,100,30,19176,0.828379224,11816,4069,0.743846396,0.99702237,0.063421887,213858.8746,19952,0.779771451,10533,5025,0.67701504,0.948805648,15.82679245,1058.331942,22205,0.989506868,1707,20265,0.077689787,0.872325088,4.625776105,4380.88648,20284,0.992555709,15460,4673,0.767893508,0.990499864,0.831006585,18744.33602
S192,S192,P2-7_25,2017/07/25,2,sample,100,30,17107,0.871397673,6309,8598,0.423223989,0.996069283,0.034455849,831789.1094,38956,0.84600575,15980,16977,0.48487423,0.986360832,22.12990566,2557.173124,25316,0.986253753,622,24346,0.024911887,0.908844361,1.703668862,14290.33573,17150,0.990845481,8810,8183,0.518448773,0.984109886,0.493125118,55313.88626
S193,S193,P2-7_26,2017/07/26,2,sample,100,30,18868,0.870945516,5137,11296,0.31260269,0.988909804,0.029019245,1297529.724,32681,0.800618096,11152,15013,0.42621823,0.992507793,15.34179245,3261.896124,25616,0.987273579,1502,23788,0.059391064,0.913811702,4.220131703,5636.790905,13999,0.991927995,8503,5383,0.612343367,0.975383805,0.48311571,37140.86078
S194,S194,P2-7_27,2017/07/27,2,sample,100,30,19202,0.88844912,8438,8622,0.494607268,0.994994614,0.046210189,621940.7629,24161,0.84446008,11646,8757,0.570798412,0.986825036,16.37584906,1782.502996,24681,0.986467323,655,23692,0.026902698,0.892804361,1.773283161,13360.52838,21826,0.994639421,16603,5106,0.76479801,0.986155445,0.918135466,18537.56949
S195,S195,P2-7_28,2017/07/28,2,sample,100,30,21949,0.875119595,9387,9821,0.488702624,0.995736021,0.051655094,633754.852,22970,0.846538964,10291,9154,0.529236308,0.95906049,14.44886792,2111.814814,21447,0.986524922,3408,17750,0.161073826,0.8118544,8.79360301,2018.512773,14185,0.991399366,9169,4894,0.651994596,0.979912408,0.517510818,31522.69045
S196,S196,P2-7_29,2017/07/29,2,sample,100,30,13307,0.810851432,4209,6581,0.390083411,0.986688034,0.023708302,925273.635,34084,0.799172632,7640,19599,0.280480194,0.988298486,10.3854717,6290.518322,23587,0.983550261,1213,21986,0.052286736,0.913352733,3.300376294,6661.664624,17905,0.990170343,9205,8524,0.519205821,0.99626556,0.495006585,57399.90979
S197,S197,P2-7_30,2017/07/30,2,sample,100,30,16345,0.868155399,5650,8540,0.398167724,0.992403857,0.031415849,906124.3774,44205,0.808980885,12321,23440,0.344537345,0.97779569,16.65867925,4690.247779,17946,0.987573833,1305,16418,0.073633132,0.906064902,3.601128881,4559.125914,18709,0.991768667,9772,8783,0.526650499,0.992511291,0.541110066,54104.82731
S198,S198,P2-7_31,2017/07/31,2,sample,100,30,16723,0.858338815,6551,7803,0.456388463,0.986166021,0.036855472,705729.6733,32926,0.819079147,9809,17160,0.363713894,0.999342165,12.83981132,4454.894124,14982,0.981177413,7451,7249,0.506870748,0.909849018,20.11693321,360.3431957,17924,0.993416648,10973,6833,0.616252948,0.987798064,0.617258702,36899.70931
S199,S199,P2-8_1,2017/08/01,2,sample,100,30,20003,0.795630655,8138,7777,0.511341502,0.99349403,0.044933208,576930.3984,38530,0.852245004,9901,22936,0.301519627,0.994415138,13.47443396,5673.955102,10519,0.97290617,8115,2119,0.792945085,0.870756163,21.389746,99.06616001,20881,0.990038791,8602,12071,0.416098292,0.999797542,0.450792098,89257.70185
S200,S200,P2-8_2,2017/08/02,2,sample,100,30,15513,0.817185586,3577,9100,0.28216455,0.993803423,0.019890189,1525039.999,45654,0.851929732,9320,29574,0.239625649,0.99601525,12.81207547,7694.303723,11375,0.967912088,7933,3077,0.720526794,0.84602291,20.29905927,151.5833793,20000,0.98235,6670,12977,0.339492034,0.99686012,0.357300094,121065.366
S201,S201,P2-8_3,2017/08/03,2,sample,100,30,19691,0.77466863,5772,9482,0.378392553,0.993449502,0.031871321,991696.1682,19546,0.872864013,8475,8586,0.496746967,0.983875387,11.92528302,2399.943042,16827,0.775123314,5877,7166,0.450586522,0.845973733,14.74252117,486.0769687,23623,0.989247767,14330,9039,0.613205529,0.993824387,0.780304798,38613.11642
S202,S202,P2-8_4,2017/08/04,2,sample,100,30,17776,0.783865887,4112,9822,0.295105497,0.979556243,0.023195472,1411482.397,20249,0.869475036,5815,11791,0.33028513,0.992935557,7.904056604,4972.552109,19803,0.779427359,7370,8065,0.477486233,0.778734821,18.58701787,433.9050005,24974,0.988708257,8061,16631,0.326462012,0.997437212,0.435064911,127421.5992
S203,S203,P2-8_5,2017/08/05,2,sample,100,30,20226,0.767230298,3916,11602,0.252352107,0.990461134,0.02187434,1767977.182,48884,0.849848621,7772,33772,0.18707876,0.990015941,10.75556604,10466.51873,21098,0.785951275,2316,14266,0.139669521,0.86765175,5.913076199,2412.619002,16134,0.983389116,5227,10639,0.329446615,0.988256093,0.291802446,121531.9948
S204,S204,P2-8_6,2017/08/06,2,sample,100,30,17346,0.631788309,2805,8154,0.25595401,0.989766689,0.015811698,1718980.454,31681,0.842650169,6480,20216,0.242732994,0.982578883,8.891226415,7579.006936,18837,0.734883474,5818,8025,0.42028462,0.80699282,15.25691439,525.9910224,23588,0.986391385,7138,16129,0.306786436,0.995837512,0.377531515,142407.5375
S205,S205,P2-8_7,2017/08/07,2,sample,100,30,15071,0.67918519,1968,8268,0.192262603,0.993398225,0.010923396,2523024.838,96736,0.807775802,6693,71448,0.085652858,0.993392722,8.843584906,26930.25538,15324,0.771795876,7359,4468,0.622220343,0.880013347,19.59924741,227.967937,15413,0.987413223,4316,10903,0.283592877,0.99334185,0.238462841,152406.6944
S206,S206,P2-8_8,2017/08/08,2,sample,100,30,21053,0.653826058,4376,9389,0.317907737,0.994221079,0.023990943,1304520.049,31414,0.841981282,8532,17918,0.322570888,0.981339259,11.83481132,5046.69361,15732,0.71828121,8799,2501,0.778672566,0.918300645,23.59162747,106.012186,23351,0.993319344,13533,9662,0.583444708,0.994538566,0.73753904,43667.74489
S207,S207,P2-8_9,2017/08/09,2,sample,90,30,20418,0.440983446,3310,5694,0.367614394,0.992863772,0.018337358,1035045.479,28836,0.851401026,7086,17465,0.288623681,0.992751539,9.444056604,6164.37079,8616,0.779015785,3104,3608,0.462455304,0.869128538,8.161147695,491.216314,16213,0.995312404,3455,12682,0.214104233,0.989850202,0.193271872,218724.7057
S208,S208,P2-8_10,2017/08/10,2,sample,90,30,20074,0.596144266,3421,8546,0.285869474,0.987952447,0.019195094,1484059.737,36891,0.87018514,9964,22138,0.310385646,0.954584788,14.51924528,5082.449666,12997,0.631530353,5438,2770,0.662524366,0.858764509,13.83584196,222.4496194,26985,0.995256624,3605,23252,0.134229437,0.996909548,0.195870179,395704.2729
S209,S209,P2-8_11,2017/08/11,2,sample,100,30,24245,0.721385853,3304,14186,0.188907947,0.997063783,0.018135094,2607467.366,49219,0.856823584,13590,28582,0.322251731,0.980706949,18.78584906,5071.5479,25354,0.979687623,13543,11296,0.54523129,0.887761051,35.6508937,316.850402,18576,0.991386736,5220,13196,0.283449175,0.991383591,0.29026905,151537.5707
S210,S210,P2-8_12,2017/08/12,2,sample,100,30,20415,0.683712956,2835,11123,0.203109328,0.994425648,0.015662264,2367260.973,41939,0.876821097,10794,25979,0.29353058,0.989160658,14.85613208,5829.018363,18800,0.982234043,5189,13277,0.281002924,0.903599774,13.81749765,960.8831019,18223,0.989354113,3171,14858,0.175883299,0.996755289,0.171644403,288542.2764
S211,S211,P2-8_13,2017/08/13,2,sample,100,30,21853,0.722921338,3717,12081,0.235282947,0.996596016,0.020406415,1973399.042,47135,0.880364909,11097,30399,0.267423366,0.961456993,15.89424528,6375.263386,13864,0.971436815,10689,2779,0.793659044,0.907970834,28.04035748,99.10715304,15981,0.99230336,2385,13473,0.150397276,0.991931827,0.131836312,340649.6982
S212,S212,P2-8_14,2017/08/14,2,sample,100,30,19940,0.711484453,4026,10161,0.283780926,0.996704012,0.022002264,1539387.027,35993,0.848998416,9349,21209,0.305942797,0.986966442,12.41339623,5695.191338,6982,0.972643942,4810,1981,0.708290384,0.981091036,12.67431797,156.3003236,20872,0.992334228,12651,8061,0.61080533,0.998722331,0.671091251,40039.26434
S213,S213,P2-8_15,2017/08/15,2,sample,100,30,19456,0.749845806,4428,10161,0.303516348,0.990717264,0.024696981,1371422.678,57113,0.837847775,11390,36462,0.238025579,0.968770438,16.21745283,7494.39516,13256,0.983479179,7429,5608,0.569839687,0.917551178,20.09181562,279.1186276,20488,0.990628661,11067,9229,0.545279858,0.992758159,0.606444026,50727.40764
S214,S214,P2-8_16,2017/08/16,2,sample,100,30,22199,0.739357629,4210,12203,0.256503991,0.995273631,0.023343396,1742534.217,78265,0.85090398,11171,55425,0.167742807,0.973968221,15.62971698,11820.43157,15238,0.978868618,10336,4580,0.692947171,0.859090546,27.13264346,168.8003606,20759,0.992918734,10960,9652,0.53172909,0.996341662,0.595783631,54001.70741
S215,S215,P2-8_17,2017/08/17,2,sample,100,30,18796,0.721004469,4208,9344,0.310507674,0.9984714,0.022675849,1373561.21,51076,0.875851672,10088,34647,0.225505756,0.992829963,14.17518868,8147.334234,17811,0.976699792,5576,11820,0.320533456,0.905156024,14.75014111,801.3482659,21258,0.996848245,4984,16207,0.235194186,0.989179821,0.275221072,196290.6868
S216,S216,P2-8_18,2017/08/18,2,sample,100,30,17471,0.771678782,2944,10538,0.218365228,0.995953779,0.016244906,2162318.908,115830,0.813545714,7762,86471,0.082370295,0.994177556,10.76669811,26771.12924,16894,0.980939979,1115,15457,0.067282163,0.902181732,2.952398871,5235.403709,36832,0.994271286,2418,34203,0.066027689,0.974469978,0.138180621,825079.5174
S217,S217,P2-8_19,2017/08/19,2,sample,100,30,15520,0.832989691,3564,9364,0.275680693,0.986691386,0.020171321,1547411.482,47842,0.813615652,11013,27912,0.282928709,0.993092794,15.0609434,6177.567869,19747,0.967741935,1891,17219,0.098953428,0.891819416,5.144684854,3346.949422,24508,0.996531745,763,23660,0.031241043,0.995543927,0.040921919,1927247.51
S218,S218,P2-8_20,2017/08/20,2,sample,100,30,16064,0.806772908,3949,9011,0.30470679,0.989672279,0.022171321,1354753.152,39766,0.824498315,8771,24016,0.267514564,0.991545105,12.19688679,6563.423494,24303,0.978480023,4344,19436,0.182674516,0.920770191,11.96839135,1623.944224,23600,0.997118644,374,23158,0.015893252,0.992720386,0.020767639,3717000.966
S219,S219,P2-8_21,2017/08/21,2,sample,100,30,16040,0.800561097,3745,9096,0.291643953,0.981096078,0.021388679,1417572.336,49848,0.85423688,7021,35561,0.164881875,0.989851883,9.592169811,12357.64889,22131,0.970900547,4024,17463,0.187276027,0.867486264,10.4939793,1664.09705,23463,0.996718237,1041,22345,0.044513812,0.99586074,0.057224835,1301591.046
S220,S220,P2-8_22,2017/08/22,2,sample,100,30,17468,0.800320586,6642,7338,0.475107296,0.993177581,0.036656981,667267.1683,21693,0.845295718,7010,11327,0.382287179,0.96509749,10.3604717,3644.299967,20000,0.9662,6830,12494,0.353446491,0.8929991,18.09905927,690.3121215,14797,0.995674799,10464,4269,0.710242313,0.99041815,0.567093133,25092.88013
S221,S221,P2-8_23,2017/08/23,2,sample,100,30,17076,0.759018506,3647,9314,0.281382609,0.991387404,0.020378868,1523473.57,31670,0.816798232,8231,17637,0.318192361,0.974224247,11.62264151,5058.230519,15382,0.96846964,2952,11945,0.198160703,0.939419306,7.789840075,1533.407603,15924,0.995855313,3453,12405,0.217744987,0.990884834,0.193777987,213388.5313
S222,S222,P2-8_24,2017/08/24,2,sample,100,30,16413,0.819533297,3801,9650,0.282581221,0.986749534,0.021321887,1508621.961,33125,0.86994717,9147,19670,0.317416803,0.994288016,12.66169811,5178.347018,17031,0.966120604,1997,14457,0.121368664,0.916719024,5.334713076,2709.986422,17264,0.995539852,3224,13963,0.187583639,0.991633772,0.179772342,258901.5235
S223,S223,P2-8_25,2017/08/25,2,sample,100,30,14000,0.741642857,3277,7106,0.315612058,0.985182912,0.018610943,1272727.887,29972,0.832076605,8691,16248,0.348490316,0.994610405,11.67584906,4638.634821,17947,0.974257536,4345,13140,0.248498713,0.92624323,11.21467545,1171.679026,14098,0.993616116,6861,7147,0.489791548,0.987487804,0.380876764,62548.66559
S224,S224,P2-8_26,2017/08/26,2,sample,100,30,10331,0.793437228,3853,4344,0.470050018,0.989318511,0.021661509,668466.8049,24389,0.828201238,9261,10938,0.458488044,0.973468079,13.005,2803.537101,24348,0.963939543,2259,21211,0.096250533,0.890258825,5.999623706,3535.388391,12779,0.99514829,4519,8198,0.355351105,0.991673334,0.253698965,107712.9607
S225,S225,P2-8_27,2017/08/27,2,sample,100,30,5275,0.784454976,1349,2789,0.3260029,0.994818903,0.007455849,1246895.772,12298,0.795495202,4491,5292,0.459061638,0.980822884,6.368207547,2770.010222,13368,0.96072711,382,12461,0.029743829,0.915863613,1.039040452,11992.79584,9137,0.993104958,2396,6678,0.264051135,0.998970389,0.12753904,174534.7928
S226,S226,P2-8_28,2017/08/28,2,sample,100,30,4449,0.835918184,1568,2151,0.421618715,0.989317526,0.008924528,803403.8055,8349,0.78620194,2963,3601,0.451401584,0.971411131,4.250471698,2824.000296,14330,0.981158409,4712,9348,0.335135135,0.894761889,12.7173095,735.0611384,9460,0.993023256,2097,7297,0.223227592,0.998050978,0.113332079,214620.0224
S227,S227,P2-8_29,2017/08/29,2,sample,100,30,4267,0.754862901,1062,2159,0.32971127,0.984490888,0.005996604,1200123.76,7580,0.808970976,3482,2650,0.567840835,0.983799109,4.931981132,1791.031453,14453,0.977928458,2046,12088,0.144757323,0.937280408,5.526716839,2187.193654,7121,0.991293358,2811,4248,0.398215045,0.998697729,0.150842897,93872.50072
S228,S228,P2-8_30,2017/08/30,2,sample,100,30,3091,0.683274021,968,1144,0.458333333,0.990214075,0.005479245,695959.596,5842,0.78962684,3313,1300,0.71818773,0.966211174,4.855660377,892.4292468,15183,0.980767964,3807,11084,0.25565778,0.899318039,10.41063029,1064.680974,10478,0.993414774,3664,6745,0.352003074,0.99916905,0.190735654,117876.9301
S229,S229,P2-8_31,2017/08/31,2,sample,100,30,4105,0.799512789,1046,2236,0.318708105,0.994034314,0.005764906,1292880.365,6435,0.80963481,3408,1802,0.654126679,0.978376255,4.843962264,1240.03168,11457,0.982019726,3196,8055,0.284063639,0.948129049,9.019755409,893.0397372,10455,0.995313247,2809,7597,0.269940419,0.999733084,0.147700847,171450.1569
S230,S230,P2-9_1,2017/09/01,2,sample,100,30,3327,0.81154193,1094,1606,0.405185185,0.995996051,0.006010943,890597.8613,7405,0.824848076,4291,1817,0.702521284,0.993836244,5.885849057,1029.021745,17134,0.982666044,1621,15216,0.096276059,0.848907366,4.212229539,3612.338753,12485,0.995114137,3832,8592,0.308435287,0.999589712,0.203597366,140669.7963
S231,S231,P2-9_2,2017/09/02,2,sample,100,30,3338,0.665967645,646,1577,0.290598291,0.985046498,0.003616604,1453481.497,7258,0.789887021,3907,1826,0.68149311,0.969809548,5.537641509,1099.144222,9363,0.970949482,1920,7171,0.211197888,0.777807595,5.045531515,1421.257598,9520,0.992962185,3591,5862,0.379879403,0.996668465,0.186173095,104956.0894
S232,S232,P2-9_3,2017/09/03,2,sample,100,30,4350,0.792183908,1112,2334,0.322692977,0.995986647,0.006127547,1269676.068,8770,0.827936146,4360,2901,0.600468255,0.98279795,5.555660377,1740.567159,16546,0.964825335,2296,13668,0.143823603,0.850185282,6.04929445,2259.437049,9069,0.993604587,3833,5178,0.425368993,0.999593433,0.201285042,85749.04424
S233,S233,P2-9_4,2017/09/04,2,sample,100,30,9264,0.812176166,2671,4853,0.354997342,0.987183094,0.01514717,1067966.285,18990,0.843180621,9487,6525,0.59249313,0.988455607,13.26726415,1639.373405,17093,0.978880243,7211,9521,0.430970595,0.962302331,20.35625588,467.7186245,10349,0.994782105,3475,6820,0.337542496,0.996290974,0.18867921,120486.6893
S234,S234,P2-9_5,2017/09/05,2,sample,100,30,8194,0.850622407,3653,3317,0.5241033,0.991765861,0.020327925,543915.1769,13185,0.848084945,7118,4064,0.636558755,0.997579746,9.521415094,1422.757703,14006,0.980079966,6870,6857,0.500473519,0.900732446,18.35851364,373.5051832,8434,0.993360209,7116,1262,0.849367391,0.98034028,0.387612418,10852.76548
S235,S235,P2-9_6,2017/09/06,2,sample,100,30,6860,0.747084548,969,4156,0.189073171,0.994834422,0.005359623,2584759.088,41423,0.750380224,5532,25551,0.177975099,0.984396305,7.572924528,11246.64582,11357,0.985207361,2151,9038,0.192242381,0.921620511,5.946284102,1519.940831,10374,0.991710044,2969,7319,0.288588647,0.98429084,0.163228598,149463.1879
S236,S236,P2-9_7,2017/09/07,2,sample,100,30,7529,0.715898526,1287,4103,0.23877551,0.987032886,0.007280755,1878468.263,31234,0.737945828,5837,17212,0.253243091,0.987074088,7.968584906,7199.940016,22094,0.962297456,1535,19726,0.072197921,0.930344916,4.217591722,4677.076707,16978,0.993226528,4388,12475,0.260214671,0.999747831,0.231190969,179865.734
S237,S237,P2-9_8,2017/09/08,2,sample,100,30,6795,0.811037528,1348,4163,0.244601706,0.990698127,0.007558113,1835996.139,43621,0.762132918,7835,25410,0.235674538,0.988932787,10.94018868,7742.096821,14199,0.984576379,4852,9128,0.347067239,0.893695119,12.96293509,704.1615141,11083,0.991879455,2260,8733,0.205585373,0.991820199,0.12455127,233719.0139
S238,S238,P2-9_9,2017/09/09,2,sample,70,30,6416,0.794264339,1755,3341,0.344387755,0.988083077,0.009940377,1120346.468,22164,0.823226854,10258,7988,0.562205415,0.996836854,14.06283019,1893.407394,14615,0.974957236,9538,4711,0.669380307,0.899058202,25.20404516,267.0206294,14703,0.994354894,4879,9741,0.33372093,0.998018529,0.263433678,123256.8296
S239,S239,P2-9_10,2017/09/10,2,sample,50,30,6137,0.695616751,1152,3117,0.269852424,0.978135081,0.006666038,1558647.042,25481,0.753738079,7551,11655,0.393158388,0.978660567,10.62056604,3657.997122,14961,0.985896665,1608,13142,0.109016949,0.92451692,4.52060207,5814.26978,16821,0.991320373,898,15777,0.053853073,0.998670755,0.047079962,1117035.727
