Sample_ID,Sample_Name2,Description,date,plot,sample_nc,filt045_ml,filt022_ml,Prok_dada2_input,Prok_dada2_prop,Prok_STD_all,Prok_NonSTD_all,Prok_STD_prop,Prok_STD_r2,Prok_STD_coef,Prok_dna_copy_sum,Fungi_dada2_input,Fungi_dada2_prop,Fungi_STD_all,Fungi_NonSTD_all,Fungi_STD_prop,Fungi_STD_r2,Fungi_STD_coef,Fungi_dna_copy_sum,Inv_dada2_input,Inv_dada2_prop,Inv_STD_all,Inv_NonSTD_all,Inv_STD_prop,Inv_STD_r2,Inv_STD_coef,Inv_dna_copy_sum,Euk_dada2_input,Euk_dada2_prop,Euk_STD_all,Euk_NonSTD_all,Euk_STD_prop,Euk_STD_r2,Euk_STD_coef,Euk_dna_copy_sum
S002,S002,P1-5_24,2017/05/24,1,sample,200,30,8408,0.875356803,1631,5729,0.221603261,0.9762471,0.009546038,2000480.953,41701,0.781252248,6505,26074,0.199668498,0.987107997,8.781603774,9897.205063,3157,0.972758948,1517,1554,0.493975904,0.927610514,4.820790216,161.1768953,10957,0.989686958,1165,9679,0.107432682,0.987215746,0.063091251,511375.7095
S003,S003,P1-5_25,2017/05/25,1,sample,200,30,9692,0.86091622,1416,6928,0.16970278,0.981593507,0.00820566,2814317.468,57833,0.837843446,6321,42134,0.130450934,0.992657602,8.826603774,15911.7448,4822,0.972210701,3884,804,0.828498294,0.950972559,10.75484478,37.3785032,18943,0.994087526,689,18142,0.036588604,0.973870537,0.037277516,1622246.841
S004,S004,P1-5_26,2017/05/26,1,sample,200,30,9853,0.719983761,1676,5418,0.236255991,0.986477813,0.009586038,1883990.08,31769,0.856306462,8140,19064,0.299220703,0.982111705,11.30792453,5619.657834,6196,0.982408005,2217,3870,0.364218827,0.908990253,6.135841957,315.3601435,18965,0.994305299,1799,17058,0.095402238,0.994486729,0.096664158,588222.1617
S005,S005,P1-5_27,2017/05/27,1,sample,200,30,12683,0.945596468,5663,6330,0.472192112,0.98424232,0.032104151,657235.8832,30160,0.881001326,12504,14067,0.470588235,0.989186344,17.63188679,2659.386403,2896,0.983770718,1628,1221,0.571428571,0.937948854,4.512605833,135.2876858,18667,0.995232228,288,18290,0.015502207,0.998026897,0.015047977,4051485.788
S006,S006,P1-5_28,2017/05/28,1,sample,70,30,14024,0.949443811,8091,5224,0.607660533,0.986518599,0.046112075,377630.6565,33215,0.869065181,17999,10867,0.62353634,0.99089313,24.98462264,1449.825113,25023,0.98257603,9016,15571,0.366697848,0.917607676,23.48325494,947.2403111,23717,0.995910107,335,23285,0.014182896,0.96689752,0.019021637,4080440.983
S007,S007,P1-5_29,2017/05/29,1,sample,100,30,12795,0.883313794,6235,5067,0.55167227,0.983903536,0.035371698,477500.4001,12000,0.823583333,7013,2870,0.709602347,0.974598179,10.03858491,952.9895654,21915,0.985900068,4313,17293,0.199620476,0.947414952,11.83292568,1461.430627,NA,NA,0,0,NA,NA,0,2811593.032
S008,S008,P1-5_30,2017/05/30,1,sample,100,30,14604,0.90502602,5706,7511,0.431716728,0.985223311,0.032681509,766080.4871,13693,0.865478712,8331,3520,0.702978652,0.99633624,11.24679245,1043.260412,22973,0.984982371,2382,20246,0.10526781,0.951654389,6.761900282,2994.128744,22102,0.996878111,845,21188,0.038351564,0.993604837,0.045779868,1542745.082
S009,S009,P1-5_31,2017/05/31,1,sample,100,30,9069,0.900981365,3930,4241,0.480969282,0.972021382,0.023144906,610789.5566,20381,0.846425592,10605,6646,0.614746971,0.961555313,15.20462264,1457.013032,19116,0.988648253,3369,15530,0.1782634,0.937699941,9.023894638,1720.986406,26885,0.99352799,1862,24849,0.069709109,0.999692511,0.09790969,845983.6853
S010,S010,P1-6_1,2017/06/01,1,sample,100,30,8933,0.90921303,3344,4778,0.411721251,0.987336087,0.019151321,831622.3654,26510,0.804526594,8486,12842,0.39788072,0.993588643,11.59707547,3691.16048,17225,0.986357039,1429,15561,0.084108299,0.8874409,3.867826905,4023.189347,25926,0.994060017,648,25124,0.025143567,0.995132573,0.034476011,2429128.647
S011,S011,P1-6_2,2017/06/02,1,sample,100,30,10204,0.784496276,3216,4789,0.401748907,0.969720392,0.018883019,845380.3624,39610,0.740999748,5511,23840,0.187761916,0.99703259,7.553018868,10521.17942,15368,0.983927642,3611,11510,0.238806957,0.960940013,10.26989652,1120.751312,27196,0.991138403,1145,25810,0.042478204,0.999866467,0.060483537,1422425.628
S012,S012,P1-6_3,2017/06/03,1,sample,100,30,13697,0.898517924,2510,9797,0.203948972,0.98365788,0.01452,2249081.726,48952,0.774554666,6486,31430,0.171062348,0.980626598,9.349056604,11206.12176,19112,0.982471746,11768,7009,0.626724184,0.930610968,32.28137347,217.1221124,21634,0.992326893,191,21277,0.008896963,0.994739667,0.010310442,6878786.8
S013,S013,P1-6_4,2017/06/04,1,sample,100,30,16762,0.943741797,8872,6947,0.560844554,0.987063508,0.050543019,458157.5692,31366,0.799719441,5927,19157,0.236286079,0.995228415,7.804056604,8182.496605,10410,0.984245917,1885,8361,0.183974234,0.932718559,5.297271872,1578.359616,23673,0.995691294,2448,21123,0.103856434,0.99649116,0.131399812,535845.5161
S014,S014,P1-6_5,2017/06/05,1,sample,100,30,13473,0.936539746,4864,7754,0.385481059,0.987085496,0.027867547,927482.6561,53234,0.79764812,6720,35742,0.158259149,0.996680443,9.076886792,13125.64569,10341,0.978338652,2188,7929,0.216269645,0.975004869,6.389934149,1240.857858,25994,0.992382858,1731,24065,0.067103427,0.998345371,0.092968956,862832.824
S015,S015,P1-6_6,2017/06/06,1,sample,100,30,16051,0.897327269,3728,10675,0.258834965,0.980868788,0.021363019,1665650.981,52857,0.744158768,3933,35401,0.099989831,0.99634684,5.154622642,22892.7201,12922,0.981813961,6696,5991,0.527784346,0.950026748,18.20178739,329.1434995,25894,0.995134008,3152,22616,0.12232226,0.99426767,0.169689558,444262.2612
S016,S016,P1-6_7,2017/06/07,1,sample,100,30,15985,0.912793244,6209,8382,0.425536289,0.986446757,0.035437736,788425.0879,62168,0.790615751,5280,43871,0.107424061,0.987283595,7.221792453,20249.35882,9581,0.976202902,3880,5473,0.414840158,0.945773547,10.27779868,532.507025,22971,0.99529842,2367,20496,0.103529721,0.992654673,0.128637817,531103.538
S017,S017,P1-6_8,2017/06/08,1,sample,100,30,14819,0.906808827,6499,6939,0.483628516,0.988688325,0.036829434,628030.2875,42133,0.763748131,3818,28361,0.118648808,0.988921785,5.220188679,18109.81795,21269,0.982697823,6349,14552,0.30376537,0.967344134,17.93076199,811.5661791,31913,0.995675743,4542,27233,0.142942565,0.997961611,0.239968015,378286.5256
S018,S018,P1-6_9,2017/06/09,1,sample,100,30,15877,0.918687409,5120,9466,0.351021527,0.982812013,0.029220377,1079840.036,33771,0.763613751,2295,23493,0.088994881,0.976730378,3.183490566,24598.78501,12970,0.976715497,3858,8810,0.30454689,0.873344202,10.44788335,843.2329981,17731,0.992499013,3962,13636,0.22513922,0.993995167,0.213017874,213378.0255
S019,S019,P1-6_10,2017/06/10,1,sample,100,30,14274,0.916071178,3630,9446,0.277607831,0.984003303,0.02071434,1520042.021,26242,0.781685847,2016,18497,0.09827914,0.972607652,2.906226415,21215.3693,20951,0.975514295,12379,8059,0.605685488,0.927952334,32.76556914,245.9594083,26580,0.994431904,5561,20871,0.210388923,0.999398163,0.292596425,237767.7716
S020,S020,P1-6_11,2017/06/11,1,sample,100,30,13460,0.803789004,3195,7624,0.2953138,0.982023902,0.018343019,1385449.882,19450,0.700051414,880,12736,0.064629847,0.962310811,1.296037736,32756.24788,24586,0.979459855,4347,19734,0.180515759,0.944704531,12.33593603,1599.716467,15453,0.994823012,2949,12424,0.191829832,0.996207905,0.154427093,268174.0133
S021,S021,P1-6_12,2017/06/12,1,sample,100,30,18704,0.917397348,9657,7502,0.562795035,0.991350369,0.053975472,463296.8621,19390,0.779938112,5278,9845,0.349004827,0.987403415,7.109622642,4615.809913,17851,0.982746065,3892,13651,0.221854871,0.893116982,10.28485419,1327.291545,19895,0.996833375,14895,4937,0.751058895,0.997852463,0.787742239,20890.92834
S022,S022,P1-6_13,2017/06/13,1,sample,100,30,16686,0.903272204,3385,11687,0.224588641,0.984401611,0.019404906,2007567.949,27558,0.786595544,6028,15649,0.278082761,0.994319396,8.23745283,6332.459124,27548,0.975860317,5646,21237,0.210021203,0.945302692,17.28174976,1228.868621,25098,0.995896087,16414,8581,0.656691338,0.996613009,0.874952023,32691.31632
S023,S023,P1-6_14,2017/06/14,1,sample,100,30,15196,0.85377731,2857,10117,0.22020965,0.981183809,0.016317736,2066667.438,17842,0.744591414,4549,8736,0.342416259,0.99814832,5.968207547,4879.186886,19831,0.978266351,5314,14086,0.273917526,0.964991061,15.48824083,909.4641642,13237,0.994409609,8731,4432,0.66329864,0.997478076,0.467623706,31592.35327
S024,S024,P1-6_15,2017/06/15,1,sample,100,30,20750,0.905204819,3741,15042,0.199169462,0.986354892,0.021201509,2364925.958,NA,NA,0,0,NA,NA,0,4941.573386,20557,0.978352873,6792,13320,0.337708831,0.945734636,18.38212606,724.6169435,27503,0.995964077,16258,11134,0.593530958,0.999072941,0.865482596,42881.66335
S025,S025,P1-6_16,2017/06/16,1,sample,100,30,21559,0.911776984,3605,16052,0.183395228,0.98502091,0.020566038,2601700.306,20504,0.779311354,5369,10610,0.336003505,0.992395666,7.067735849,5003.959885,25850,0.970870406,2613,22484,0.10411603,0.922294104,7.024929445,3200.60154,29343,0.995705961,17440,11777,0.596912756,0.998860959,0.911706491,43058.44814
S026,S026,P1-6_17,2017/06/17,1,sample,100,30,17122,0.880621423,2962,12116,0.196445152,0.979025389,0.016900377,2389690.231,12806,0.816023739,5835,4615,0.558373206,0.997664233,7.866886792,1955.453757,22625,0.973524862,1847,20179,0.083855444,0.924944944,4.912699906,4107.51733,15896,0.996414192,10269,5570,0.648336385,0.991089895,0.548965193,33821.20927
S027,S027,P1-6_18,2017/06/18,1,sample,100,30,18802,0.878842676,3054,13470,0.184822077,0.986692916,0.017300377,2595319.112,13916,0.800804829,5557,5587,0.498653984,0.994750467,7.684433962,2423.514006,23253,0.975874081,2327,20365,0.102547153,0.87481943,6.121542803,3326.775725,15815,0.995510591,10734,5010,0.681783537,0.991829585,0.576549389,28965.42834
S028,S028,P1-6_19,2017/06/19,1,sample,100,30,19430,0.794698919,1791,13650,0.115989897,0.982947151,0.010321509,4408269.962,20467,0.723457273,4329,10478,0.292361721,0.965882972,6.391603774,5464.460549,15368,0.97644456,972,14034,0.06477409,0.889955988,2.527939793,5551.556267,14222,0.994867107,6688,7461,0.472683582,0.999560192,0.355956726,69868.04341
S029,S029,P1-6_20,2017/06/20,1,sample,100,30,19481,0.901493763,3098,14464,0.176403599,0.987665536,0.017476981,2758676.282,14345,0.778598815,5470,5699,0.489748411,0.991814652,7.30245283,2601.409021,16959,0.973996108,2552,13966,0.154498123,0.900840189,6.791439323,2056.412395,43725,0.995883362,27693,15852,0.635962797,0.998154159,1.449078081,36464.56371
S030,S030,P1-6_21,2017/06/21,1,sample,100,30,21646,0.889864178,3491,15771,0.18123767,0.991406272,0.019563396,2687161.237,18167,0.786150713,6456,7826,0.45203753,0.998082252,8.633679245,3021.500559,24015,0.978846554,4614,18893,0.196281959,0.929819038,13.1014111,1442.058405,32051,0.994477551,16822,15052,0.527765577,0.999384473,0.889550329,56403.02935
S031,S031,P1-6_22,2017/06/22,1,sample,100,30,18887,0.773071425,3892,10709,0.266557085,0.986724363,0.021103019,1691543.134,16915,0.712562814,4726,7327,0.392101551,0.995452165,6.536509434,3736.448877,20034,0.980782669,1260,18389,0.064125401,0.943300496,3.358419567,5475.492157,19736,0.994882448,9247,10388,0.470944742,0.996108844,0.490893697,70538.01439
S032,S032,P1-6_23,2017/06/23,1,sample,100,30,25155,0.894374876,10631,11867,0.472530892,0.993405829,0.058546038,675650.6195,13759,0.8105967,6112,5041,0.548013987,0.977680648,8.66254717,1939.768177,19014,0.974071737,3963,14558,0.213973328,0.943776351,10.63330198,1369.094947,24544,0.995396023,16584,7847,0.678809709,0.998998102,0.884270931,29579.92369
S033,S033,P1-6_24,2017/06/24,1,sample,100,30,18351,0.904855321,4843,11762,0.291659139,0.985994838,0.027303396,1435962.997,21285,0.809725159,6180,11055,0.358572672,0.987459378,8.088584906,4555.803077,22245,0.972802877,1585,20055,0.073243993,0.879590827,4.248918156,4720.025019,29827,0.994501626,9456,20207,0.318780973,0.997697002,0.503142051,133872.0677
S034,S034,P1-6_25,2017/06/25,1,sample,100,30,17390,0.909430707,6430,9385,0.406576035,0.986269461,0.036266792,862588.92,14300,0.823006993,6039,5730,0.513127708,0.994333344,8.045471698,2374.006238,21464,0.976938129,1408,19561,0.06714674,0.91785138,3.568861712,5481.019322,27989,0.99510522,12835,15017,0.460828666,0.996530984,0.68456444,73121.92063
S035,S035,P1-6_26,2017/06/26,1,sample,100,30,9021,0.894468462,1966,6103,0.243648531,0.970397104,0.011488679,1770728.636,21274,0.763561154,2574,13670,0.158458508,0.989652501,3.393584906,13427.2953,23864,0.978628897,3026,20328,0.129570951,0.913247816,7.849200376,2589.817946,27310,0.993848407,10581,16561,0.389838626,0.994200879,0.564016933,97875.31204
S036,S036,P1-6_27,2017/06/27,1,sample,100,30,12108,0.880740007,3544,7120,0.332333083,0.978109013,0.020507925,1157276.218,11634,0.722967165,2477,5934,0.294495304,0.959944537,3.496037736,5657.833666,23499,0.977190519,2718,20245,0.118364325,0.916317001,7.612511759,2659.4376,23941,0.992147362,8659,15094,0.364543426,0.999488445,0.452730009,111133.197
S037,S037,P1-6_28,2017/06/28,1,sample,100,30,11948,0.90693003,2743,8093,0.253137689,0.987117355,0.015608302,1728353.722,15740,0.748030496,2763,9011,0.234669611,0.981875595,3.793396226,7918.146398,26391,0.978363836,5009,20811,0.193996902,0.811386342,13.08664158,1590.247572,20509,0.991710956,6192,14147,0.304439746,0.999127195,0.330686736,142602.2322
S038,S038,P1-6_29,2017/06/29,1,sample,100,30,16041,0.901627081,5545,8918,0.383392104,0.981833688,0.03173434,936735.0013,11588,0.803762513,4817,4497,0.517178441,0.980102117,6.298679245,2379.864003,25303,0.977868237,1883,22860,0.076102332,0.941556335,5.350611477,4272.408882,35225,0.994549326,19599,15434,0.559443953,0.997469255,1.038730009,49528.4301
S039,S039,P1-6_30,2017/06/30,1,sample,100,30,17683,0.878583951,7826,7710,0.503733265,0.978877903,0.044410189,578696.0327,7232,0.724557522,2925,2315,0.558206107,0.939844493,4.267735849,1808.140649,22450,0.983697105,2196,19888,0.099438508,0.854731308,5.873659454,3385.964092,21519,0.991449417,12129,9206,0.568502461,0.997378987,0.640276576,47927.20495
S040,S040,P1-7_1,2017/07/01,1,sample,100,30,17949,0.907738593,5337,10956,0.327563985,0.984033649,0.03040566,1201092.15,11455,0.765779136,3498,5274,0.39876881,0.994218857,4.79,3670.146138,20211,0.980753055,2459,17363,0.124054081,0.889384081,6.548918156,2651.277598,43985,0.992179152,15690,27951,0.359524301,0.999698511,0.820664158,113529.9977
S041,S041,P1-7_2,2017/07/02,1,sample,100,30,16792,0.936100524,3960,11759,0.251924423,0.986339839,0.02254566,1738545.956,22749,0.823069146,8002,10722,0.427365947,0.991360079,11.01622642,3244.305142,18875,0.981933775,3212,15322,0.173303119,0.957967392,9.485700847,1615.273373,17059,0.991675948,5797,11120,0.342673051,0.993602016,0.302263405,122630.3482
S042,S042,P1-7_3,2017/07/03,1,sample,100,30,14962,0.900147039,2607,10861,0.193569944,0.970804885,0.015243396,2375017.535,23713,0.813730865,4544,14752,0.235489221,0.989109114,6.138584906,8010.532409,18784,0.985253407,2186,16321,0.118117469,0.907614798,5.746472248,2840.177294,17942,0.992252815,5874,11929,0.329944391,0.993892836,0.307330198,129383.0989
S043,S043,P1-7_4,2017/07/04,1,sample,100,30,14433,0.889420079,2833,10004,0.220690192,0.939808187,0.017173208,1941784.409,16665,0.819021902,4693,8956,0.343834713,0.986357207,6.512830189,4583.772718,17968,0.987032502,2938,14797,0.165661122,0.89211576,8.065475071,1834.609849,21949,0.993894938,4746,17069,0.217556727,0.997520908,0.254739417,223352.4258
S044,S044,P1-7_5,2017/07/05,1,sample,100,30,13752,0.884962187,2637,9533,0.216680362,0.972722556,0.015309434,2075626.489,20024,0.760936876,5382,9855,0.353219138,0.985254781,6.954150943,4723.797379,19701,0.987310289,5835,13616,0.299984577,0.918687948,15.77290687,863.2524185,20414,0.990398746,8867,11351,0.438569591,0.997566504,0.456921919,82807.72947
S045,S045,P1-7_6,2017/07/06,1,sample,100,30,16375,0.929770992,4985,10240,0.327422003,0.98143053,0.028463019,1199216.903,20093,0.802020604,6679,9436,0.414458579,0.988097011,9.280188679,3389.298905,15527,0.987698847,4364,10972,0.284559207,0.915827091,11.94778928,918.3288847,12564,0.991244826,4855,7599,0.389834591,0.999135137,0.254101599,99684.53593
S046,S046,P1-7_7,2017/07/07,1,sample,100,30,15049,0.890291714,3128,10270,0.233467682,0.97759379,0.017962642,1905807.301,14277,0.791202634,4145,7151,0.366944051,0.992541646,5.315566038,4484.313899,20394,0.987055016,6195,13935,0.307749627,0.932323216,17.30037629,805.4738096,46684,0.993980807,20523,25880,0.442277439,0.997155581,1.051619944,82032.17065
S047,S047,P1-7_8,2017/07/08,1,sample,100,30,14496,0.855339404,4263,8136,0.34381805,0.979564984,0.024286792,1116656.308,14248,0.741577765,4979,5587,0.471228469,0.996989956,6.835566038,2724.475666,16705,0.988686022,2254,14262,0.136473722,0.923731347,6.032925682,2364.027132,28115,0.991534768,14547,13330,0.52182803,0.98871482,0.733665099,60563.50971
S048,S048,P1-7_9,2017/07/09,1,sample,100,30,17959,0.879113536,3484,12304,0.22067393,0.976924257,0.020075094,2042995.796,43523,0.81209935,8401,26944,0.23768567,0.981188292,11.45216981,7842.47307,17342,0.981317034,11699,5319,0.687448584,0.942034292,31.85277516,166.9870199,18615,0.992962665,7246,11238,0.392014715,0.998396358,0.376667921,99450.99626
S049,S049,P1-7_10,2017/07/10,1,sample,100,30,17898,0.915186054,5812,10568,0.354822955,0.988290035,0.032835849,1072811.201,35553,0.74010632,5450,20863,0.207121955,0.973577995,7.700849057,9030.605953,12938,0.979672283,3017,9658,0.238027613,0.911671815,7.897836312,1222.86657,18386,0.994071576,7245,11032,0.396399847,0.989742936,0.394936971,93111.90405
S050,S050,P1-7_11,2017/07/11,1,sample,100,30,17592,0.92081628,5320,10879,0.328415334,0.989771942,0.02988,1213632.307,40884,0.741757167,3099,27227,0.10218954,0.990179173,4.067264151,22313.9347,NA,NA,0,0,NA,NA,0,774.4778013,29912,0.99521931,10650,19119,0.357754711,0.992867892,0.569983067,111810.3391
S051,S051,P1-7_12,2017/07/12,1,sample,100,30,22431,0.917301948,7549,13027,0.366883748,0.98736331,0.042531321,1020973.075,36361,0.742773851,3709,23299,0.13732968,0.97437843,5.086320755,15269.05932,9980,0.980160321,5369,4413,0.548865263,0.878945638,13.53311383,326.0890329,15988,0.99393295,6824,9067,0.429425461,0.984405812,0.376690499,80233.86161
S052,S052,P1-7_13,2017/07/13,1,sample,100,30,16596,0.826825741,5018,8704,0.365690133,0.980951675,0.028801887,1007341.413,33010,0.708754923,2397,20999,0.102453411,0.990350523,3.196792453,21895.90588,9777,0.977907334,5809,3752,0.60757243,0.937175995,15.87196613,236.3916334,28337,0.993894908,12865,15299,0.456788808,0.999143718,0.67850047,75160.84202
S053,S053,P1-7_14,2017/07/14,1,sample,100,30,24129,0.885324713,7085,14277,0.331663702,0.988114628,0.039860377,1193917.448,36599,0.732233121,3657,23142,0.136460316,0.986896426,5.08009434,15184.75738,7719,0.980956082,2483,5089,0.327918648,0.908695636,6.595672625,771.5664936,14148,0.995476392,7745,6339,0.549914797,0.976777384,0.433467545,48746.44079
S054,S054,P1-7_15,2017/07/15,1,sample,100,30,18599,0.878165493,3274,13059,0.20045307,0.987329897,0.018563774,2344889.621,46056,0.722490012,2430,30845,0.073027799,0.990745886,3.360377358,30596.76212,17748,0.978645481,5665,11704,0.326155795,0.898682265,15.13555974,773.2783064,17637,0.993026025,5639,11875,0.321970995,0.984963491,0.312904986,126502.7248
S055,S055,P1-7_16,2017/07/16,1,sample,100,30,21716,0.843709707,7082,11240,0.386529855,0.989115201,0.039363019,951824.0151,35005,0.730238537,2442,23120,0.095532431,0.971072954,3.546886792,21727.97475,19935,0.984499624,3477,16149,0.177162947,0.946066142,9.562182502,1688.840387,26346,0.994458362,14234,11966,0.543282443,0.997262746,0.74730762,53373.82572
S056,S056,P1-7_17,2017/07/17,1,sample,100,30,25676,0.871046892,7197,15168,0.321797451,0.994667264,0.039741887,1272209.351,45718,0.737761932,4205,29524,0.124670165,0.998783244,5.660660377,17385.48628,19581,0.986160053,311,18999,0.016105645,0.837654825,0.812605833,23380.3392,26121,0.995176295,11340,14655,0.436237738,0.988648068,0.613228598,79660.34222
S057,S057,P1-7_18,2017/07/18,1,sample,100,30,24375,0.899528205,7985,13941,0.364179513,0.992272386,0.044401509,1046586.042,24307,0.734891184,4623,13240,0.258803113,0.993584602,6.161226415,7163.076044,28276,0.986172019,8626,19259,0.30934194,0.914996527,23.46923801,820.6061055,25440,0.994575472,15152,10150,0.598845941,0.999419183,0.791958608,42721.08795
S058,S058,P1-7_19,2017/07/19,1,sample,100,30,23211,0.90345095,8007,12963,0.381831187,0.994830316,0.044013585,981742.3437,26774,0.722828117,3013,16340,0.155686457,0.99960826,3.936792453,13835.29036,30977,0.988023372,1106,29500,0.036136705,0.906250863,2.981749765,9893.519687,19514,0.993799324,7366,12027,0.379827773,0.998941144,0.392906867,102034.3581
S059,S059,P1-7_20,2017/07/20,1,sample,100,30,24561,0.898090469,9012,13046,0.408559253,0.993123786,0.049984906,869995.9736,18194,0.720347367,2231,10875,0.170227377,0.986337588,3.030283019,11962.579,33933,0.988506763,2456,31087,0.07321945,0.959516721,7.167638758,4337.132639,29291,0.995356936,14062,15093,0.482318642,0.99811477,0.751015992,66989.25256
S060,S060,P1-7_21,2017/07/21,1,sample,100,30,19863,0.841766098,7648,9072,0.457416268,0.991514899,0.042679245,708541.1141,19467,0.696255201,2427,11127,0.179061532,0.957752841,3.544716981,10463.45877,32380,0.988511427,4806,27202,0.150149963,0.925416355,13.28212606,2048.015497,30629,0.993339645,13415,17010,0.440920296,0.998833313,0.698760113,81143.72723
S061,S061,P1-7_22,2017/07/22,1,sample,100,30,23796,0.910909397,10237,11439,0.472273482,0.991448412,0.056831698,670928.395,19530,0.73625192,4795,9584,0.333472425,0.998699358,6.40009434,4991.593088,32971,0.9875345,530,32030,0.016277641,0.890419923,1.499059266,21366.73361,53281,0.996640453,33159,19943,0.624439757,0.997020018,1.727478833,38481.89939
S062,S062,P1-7_23,2017/07/23,1,sample,100,30,19689,0.904667581,5479,12333,0.307601617,0.989158017,0.030901509,1330355.725,37639,0.696219347,2029,24176,0.077427972,0.992033242,2.846226415,28313.51232,38580,0.986702955,1256,36811,0.032994457,0.932037411,3.647695202,10091.57782,35493,0.994984927,13307,22008,0.376808722,0.998885319,0.712524929,102957.8011
S063,S063,P1-7_24,2017/07/24,1,sample,100,30,20113,0.788196689,4680,11173,0.295212263,0.993329,0.025676981,1450456.077,22225,0.690303712,2138,13204,0.139356016,0.97096913,3.037075472,14492.01172,6929,0.972867658,2621,4120,0.388814716,0.943738612,7.404985889,556.381884,23006,0.992914892,14268,8575,0.624611478,0.997187721,0.729966134,39157.06773
S064,S064,P1-7_25,2017/07/25,1,sample,100,30,27181,0.890254222,10983,13215,0.453880486,0.995201105,0.060021132,733908.1833,25898,0.724148583,4021,14733,0.214407593,0.998587005,5.38,9128.252788,11479,0.981879955,7077,4194,0.627894597,0.869863028,17.910254,234.1675333,55808,0.995484518,39719,15837,0.714936281,0.997640113,2.044442145,25821.2247
S065,S065,P1-7_26,2017/07/26,1,sample,100,30,22377,0.871028288,6295,13196,0.322969576,0.992610452,0.035160755,1251015.998,26809,0.770002611,6605,14038,0.319963184,0.969951301,9.214716981,5078.108577,22576,0.98082034,9762,12381,0.440861672,0.774090753,21.60940734,572.9449127,25096,0.993704176,17574,7364,0.704707675,0.998912891,0.935559737,26237.41244
S066,S066,P1-7_27,2017/07/27,1,sample,100,30,21942,0.892808313,7206,12384,0.367840735,0.991468861,0.040185283,1027241.739,23565,0.775938892,5438,12847,0.297402242,0.996992906,7.243396226,5912.05175,23326,0.987739004,2944,20096,0.127777778,0.926240357,8.237817498,2439.481089,36269,0.994788938,24541,11539,0.680182927,0.997632352,1.281008467,30025.82289
S067,S067,P1-7_28,2017/07/28,1,sample,100,30,25177,0.838145927,7663,13439,0.363140935,0.992996996,0.042728679,1048398.112,28359,0.762191897,4041,17574,0.186953505,0.994844174,5.406698113,10834.70887,9199,0.978258506,4289,4710,0.476608512,0.959396392,12.60799624,373.5724465,17425,0.993457676,12120,5191,0.700132863,0.988932101,0.665668862,25993.90527
S068,S068,P1-7_29,2017/07/29,1,sample,100,30,20686,0.809968094,6676,10079,0.398448224,0.988565959,0.037470189,896623.8989,25896,0.718682422,4499,14112,0.241738757,0.989195794,6.112924528,7695.171073,21383,0.977318431,4773,16125,0.228395062,0.862865752,12.40780809,1299.584897,16292,0.991713725,13095,3062,0.81048462,0.998653924,0.692428975,14740.38066
S069,S069,P1-7_30,2017/07/30,1,sample,100,30,23734,0.844358305,8311,11729,0.414720559,0.996141412,0.045549811,858327.7413,24877,0.765606785,5373,13673,0.282106479,0.987034908,7.401037736,6158.145424,11628,0.977210182,4530,6833,0.398662325,0.889409757,12.44967074,548.8498564,24227,0.994510257,11407,12687,0.47343737,0.99959729,0.60670555,69704.32358
S070,S070,P1-7_31,2017/07/31,1,sample,100,30,16414,0.851041794,4397,9572,0.314768416,0.983044928,0.025203019,1265985.906,29966,0.769638924,7047,16016,0.305554351,0.979639454,9.080188679,5879.466667,NA,NA,0,0,NA,NA,0,499.0445631,30312,0.99581024,13839,16346,0.458472751,0.999279442,0.736148636,74015.84953
S071,S071,P1-8_1,2017/08/01,1,sample,100,30,24418,0.798755017,8534,10970,0.437551272,0.985066067,0.047982264,762087.1444,16535,0.74593287,4409,7925,0.357467164,0.984966223,5.924245283,4459.077132,6645,0.973363431,2942,3526,0.454854669,0.869044609,7.848824083,449.2392698,15657,0.995018203,10719,4860,0.688041594,0.996090342,0.564571966,28694.30466
S072,S072,P1-8_2,2017/08/02,1,sample,100,30,27994,0.879438451,11932,12687,0.484666315,0.996747195,0.065066415,649951.2834,22385,0.813759214,8124,10092,0.445981555,0.999267825,10.85584906,3098.790323,9594,0.971857411,5665,3659,0.607571858,0.887635755,14.48099718,252.6759694,21298,0.995023007,17691,3501,0.834796149,0.993858756,0.93270555,12511.9873
S073,S073,P1-8_3,2017/08/03,1,sample,100,30,28841,0.89833917,11942,13967,0.460920916,0.992419718,0.066401509,701138.6799,25485,0.796978615,5978,14333,0.294323273,0.975828022,8.288301887,5764.349238,17700,0.971412429,3593,13601,0.208968245,0.917900343,9.887017874,1375.642299,38045,0.9957156,29348,8534,0.774721504,0.996898399,1.545650047,18404.3385
S074,S074,P1-8_4,2017/08/04,1,sample,100,30,25901,0.890969461,11535,11542,0.499848334,0.993811137,0.063734717,603647.9827,18549,0.80990889,5091,9932,0.338880383,0.983271674,6.889622642,4805.294628,7240,0.968922652,1358,5657,0.193585175,0.961731286,3.798212606,1489.384768,32168,0.99524372,25583,6432,0.799094175,0.994557022,1.346299153,15925.13814
S075,S075,P1-8_5,2017/08/05,1,sample,100,30,NA,NA,0,0,NA,NA,0,615689.6106,44211,0.780507114,4276,30231,0.123916886,0.991950575,5.787641509,17411.23735,16062,0.956232101,2489,12870,0.162054821,0.92525572,6.758419567,1904.291362,19027,0.994428969,10555,8366,0.55784578,0.987067476,0.581418627,47963.14634
